Customer_ID,Appliance_Type,Power_Rating,Usage_Duration,Usage_Time_Start,Usage_Time_End,User_Preferences,Seasonal_Variation
1158,Dishwasher,1477,1.68,14,15,High Performance,Medium
1159,Dishwasher,1485,3.48,9,12,High Performance,Medium
1160,Computer,359,6.99,11,17,Balanced,Low
1161,Dishwasher,1335,1.12,20,21,Balanced,Low
1162,Computer,358,5.57,21,2,Balanced,High
1163,Air Conditioner,1552,7.7,23,6,Energy Saving,Medium
1164,Computer,305,3.32,20,23,Energy Saving,Medium
1165,Fridge,183,4.6,19,23,High Performance,Low
1166,Heater,2319,2.93,18,20,Energy Saving,High
1167,Fridge,144,0.89,15,15,Energy Saving,Medium
1168,Heater,1041,0.94,6,6,Energy Saving,Medium
1169,Microwave,1058,5.94,8,13,Balanced,High
1170,Washing Machine,825,1.49,9,10,High Performance,Low
1171,Computer,377,1.73,11,12,High Performance,High
1172,Microwave,1075,4.44,23,3,High Performance,Medium
1173,Fridge,109,0.65,9,9,Balanced,Low
1174,Fridge,163,3.07,17,20,Energy Saving,Low
1175,Computer,299,2.95,4,6,Energy Saving,Medium
1176,Washing Machine,991,0.55,11,11,Balanced,High
1177,Dishwasher,1516,2.27,20,22,Energy Saving,Medium
1178,Microwave,1010,1.77,7,8,High Performance,Low
1179,Air Conditioner,2870,5.79,22,3,High Performance,Medium
1180,Washing Machine,503,2.78,20,22,Energy Saving,Low
1181,TV,111,4.91,23,3,Balanced,Medium
1182,Fridge,114,7.38,15,22,Balanced,Medium
1183,Washing Machine,988,3.52,19,22,High Performance,Low
1184,TV,208,0.81,13,13,Energy Saving,High
1185,TV,102,1.51,16,17,High Performance,Low
1186,Computer,371,6.7,22,4,Energy Saving,Low
1187,Air Conditioner,2836,7.35,14,21,Energy Saving,Low
1188,Computer,285,2.37,7,9,Energy Saving,Low
1189,Microwave,1317,5.72,4,9,High Performance,Medium
1190,Computer,271,6.72,4,10,Energy Saving,High
1191,Microwave,1493,1.46,7,8,High Performance,Medium
1192,Heater,2261,1.65,19,20,High Performance,High
1193,Fridge,110,2.5,19,21,Energy Saving,High
1194,Dishwasher,1352,7.52,22,5,Energy Saving,Low
1195,Computer,305,3.59,20,23,Energy Saving,Low
1196,Microwave,1308,1.91,14,15,Balanced,Low
1197,Heater,1256,4.05,0,4,Balanced,Medium
1198,Computer,232,4.26,1,5,Energy Saving,High
1199,Heater,1580,6.97,22,4,Energy Saving,Medium
1200,Microwave,1331,4.34,13,17,Balanced,High
1201,Dishwasher,1306,5.5,4,9,Energy Saving,Low
1202,Washing Machine,572,2.5,4,6,Energy Saving,High
1203,Microwave,1331,4.45,17,21,Balanced,High
1204,Computer,357,7.34,15,22,High Performance,High
1205,Dishwasher,1238,1.77,6,7,Balanced,Low
1206,Air Conditioner,2552,3.47,13,16,Balanced,Low
1207,Dishwasher,1540,5.54,17,22,Energy Saving,High
1208,Dishwasher,1231,4.3,5,9,Balanced,Low
1209,Fridge,199,1.25,5,6,Energy Saving,Medium
1210,Microwave,1410,5.96,17,22,High Performance,Medium
1211,TV,67,7.9,12,19,Balanced,Low
1212,Microwave,1395,4.41,0,4,Energy Saving,High
1213,Fridge,200,5.1,10,15,Balanced,Medium
1214,Air Conditioner,3293,6.57,18,0,Balanced,High
1215,Microwave,1096,7.69,22,5,Energy Saving,Low
1216,Heater,2428,1.41,21,22,Balanced,Low
1217,Heater,1460,5.94,9,14,Energy Saving,Low
1218,Washing Machine,707,0.76,12,12,Energy Saving,High
1219,Washing Machine,945,6.28,23,5,Energy Saving,Medium
1220,Heater,2046,3.71,12,15,High Performance,Medium
1221,Fridge,163,7.01,17,0,High Performance,Medium
1222,Air Conditioner,2105,6.63,16,22,High Performance,Medium
1223,Dishwasher,1570,2.58,22,0,Balanced,High
1224,Washing Machine,603,6.7,22,4,Energy Saving,High
1225,Dishwasher,1406,1.95,16,17,Balanced,Medium
1226,TV,62,6.86,10,16,High Performance,Medium
1227,Heater,2017,4.72,5,9,Balanced,Medium
1228,Dishwasher,1731,3.86,17,20,High Performance,High
1229,Dishwasher,1477,2.65,8,10,High Performance,High
1230,Washing Machine,793,0.6,3,3,High Performance,Low
1231,Dishwasher,1249,0.69,15,15,High Performance,Medium
1232,Microwave,869,2.69,11,13,Balanced,High
1233,Washing Machine,879,7.32,0,7,Energy Saving,Medium
1234,TV,296,0.74,3,3,Balanced,High
1235,Air Conditioner,2571,6.32,15,21,Balanced,Medium
1236,Air Conditioner,2881,5.17,23,4,Energy Saving,Low
1237,Heater,2029,3.62,13,16,High Performance,Medium
1238,Air Conditioner,3328,3.59,11,14,Energy Saving,Medium
1239,Washing Machine,574,5.39,3,8,Energy Saving,Medium
1240,Microwave,1113,4.44,1,5,Balanced,Low
1241,TV,272,6.63,19,1,High Performance,Medium
1242,Air Conditioner,2305,0.68,17,17,Balanced,Medium
1243,Computer,357,2.41,9,11,Energy Saving,Medium
1244,Computer,204,4.69,1,5,High Performance,Medium
1245,Washing Machine,962,4.42,11,15,High Performance,Low
1246,Dishwasher,1739,5.25,21,2,High Performance,High
1247,TV,271,4.8,19,23,High Performance,Medium
1248,Air Conditioner,2310,6.75,5,11,Balanced,Low
1249,Dishwasher,1757,4.81,10,14,Balanced,High
1250,Dishwasher,1704,5.77,9,14,High Performance,Medium
1251,Air Conditioner,3405,2.98,9,11,Energy Saving,Low
1252,Air Conditioner,2729,6.75,18,0,High Performance,Medium
1253,Air Conditioner,2007,6.78,14,20,Balanced,High
1254,Air Conditioner,2689,3.42,13,16,High Performance,Medium
1255,Computer,263,2.47,14,16,Energy Saving,High
1256,Microwave,1221,0.9,12,12,Balanced,Low
1257,TV,99,6.97,7,13,High Performance,Medium
1258,Washing Machine,949,5.36,19,0,Energy Saving,Low
1259,Heater,1771,7.31,21,4,Energy Saving,Medium
1260,Washing Machine,918,4.07,17,21,High Performance,Low
1261,TV,377,6.99,6,12,Balanced,High
1262,Computer,358,3.04,7,10,High Performance,Medium
1263,Heater,1662,5.65,11,16,Balanced,Medium
1264,Air Conditioner,2868,2.48,10,12,High Performance,High
1265,Microwave,1499,7.46,17,0,Energy Saving,High
1266,TV,296,7.24,11,18,High Performance,Low
1267,Washing Machine,500,3.73,20,23,Balanced,High
1268,Fridge,166,4.28,6,10,High Performance,Medium
1269,Air Conditioner,2550,7.38,14,21,Energy Saving,High
1270,TV,95,7.3,0,7,Energy Saving,Medium
1271,Microwave,1472,7.63,13,20,High Performance,Low
1272,Dishwasher,1688,3.04,3,6,Energy Saving,High
1273,Microwave,1114,4.93,6,10,High Performance,Low
1274,Fridge,133,7.79,11,18,High Performance,Medium
1275,Washing Machine,635,3.8,0,3,Energy Saving,Low
1276,Air Conditioner,3007,6.56,11,17,Energy Saving,Low
1277,Heater,1872,5.53,15,20,High Performance,Medium
1278,Washing Machine,587,1.05,12,13,Balanced,Medium
1279,Heater,1892,4.83,10,14,Energy Saving,Medium
1280,Washing Machine,671,6.22,13,19,High Performance,Low
1281,Fridge,120,6.53,0,6,High Performance,High
1282,Washing Machine,648,7.44,8,15,Energy Saving,High
1283,Air Conditioner,2924,7.98,3,10,Balanced,High
1284,Heater,1175,1.89,9,10,Energy Saving,Low
1285,TV,379,0.8,1,1,Energy Saving,Medium
1286,Computer,210,5.17,10,15,High Performance,Medium
1287,Heater,2314,4.12,0,4,Balanced,Medium
1288,TV,326,1.33,21,22,High Performance,High
1289,Fridge,110,3.68,3,6,Energy Saving,Medium
1290,Computer,313,7.25,19,2,Energy Saving,Low
1291,Dishwasher,1364,6.86,12,18,High Performance,Low
1292,Computer,247,1.41,21,22,High Performance,Medium
1293,Microwave,1494,7.0,18,1,Balanced,High
1294,TV,141,7.54,6,13,Energy Saving,High
1295,Fridge,120,4.91,20,0,High Performance,Low
1296,Dishwasher,1226,0.6,1,1,High Performance,Medium
1297,Heater,2041,0.56,10,10,High Performance,High
1298,Fridge,128,5.55,7,12,High Performance,High
1299,TV,117,1.49,6,7,Energy Saving,Medium
1300,Dishwasher,1320,7.47,17,0,Balanced,Medium
1301,Washing Machine,726,6.13,3,9,Energy Saving,High
1302,Washing Machine,680,7.33,10,17,High Performance,High
1303,TV,299,6.15,23,5,Balanced,Low
1304,Computer,244,4.35,12,16,Balanced,High
1305,Air Conditioner,2251,4.06,1,5,High Performance,High
1306,Computer,270,1.73,13,14,High Performance,High
1307,Computer,307,5.95,3,8,Balanced,Low
1308,Dishwasher,1642,6.17,5,11,Balanced,Low
1309,Air Conditioner,2738,1.04,10,11,High Performance,Low
1310,Air Conditioner,1522,1.08,8,9,High Performance,Low
1311,Dishwasher,1560,4.6,12,16,Energy Saving,Medium
1312,TV,109,2.97,11,13,Balanced,Low
1313,Air Conditioner,3133,1.1,5,6,Energy Saving,High
1314,Washing Machine,817,7.97,12,19,High Performance,Medium
1315,Dishwasher,1327,5.58,1,6,Energy Saving,Low
1316,Heater,1589,0.72,13,13,High Performance,Medium
1317,Dishwasher,1302,7.94,3,10,High Performance,Low
1318,Dishwasher,1564,1.51,14,15,High Performance,Medium
1319,Air Conditioner,1875,6.93,3,9,High Performance,Low
1320,Heater,1296,3.96,14,17,Energy Saving,Low
1321,TV,57,4.07,13,17,Balanced,High
1322,TV,211,2.29,4,6,Energy Saving,Medium
1323,TV,179,2.96,23,1,High Performance,High
1324,Microwave,1040,2.82,22,0,Balanced,Low
1325,Dishwasher,1722,2.83,8,10,Energy Saving,Medium
1326,Washing Machine,531,6.44,18,0,Energy Saving,Low
1327,Washing Machine,664,7.67,5,12,Balanced,Low
1328,Dishwasher,1629,4.06,9,13,High Performance,Medium
1329,Microwave,986,1.98,4,5,High Performance,Medium
1330,Fridge,197,0.64,22,22,High Performance,Medium
1331,TV,361,2.52,9,11,Balanced,Medium
1332,Washing Machine,670,4.8,1,5,Balanced,Medium
1333,TV,176,4.64,21,1,Energy Saving,Medium
1334,Fridge,182,2.28,0,2,Energy Saving,Low
1335,Heater,1914,6.48,1,7,Balanced,Low
1336,Washing Machine,898,6.46,10,16,High Performance,Low
1337,Computer,306,5.93,10,15,High Performance,Medium
1338,Air Conditioner,3265,2.2,10,12,Energy Saving,Medium
1339,TV,286,0.59,22,22,High Performance,Low
1340,Computer,332,3.75,19,22,Balanced,High
1341,Fridge,148,5.41,3,8,High Performance,High
1342,Air Conditioner,1509,3.33,1,4,Balanced,Medium
1343,Air Conditioner,2099,7.96,0,7,Balanced,High
1344,Computer,201,5.85,21,2,High Performance,High
1345,Heater,1589,6.74,5,11,High Performance,High
1346,Computer,253,3.75,7,10,Energy Saving,Low
1347,TV,103,6.8,1,7,Balanced,Low
1348,Air Conditioner,1789,1.75,18,19,Energy Saving,Low
1349,Air Conditioner,2958,6.32,10,16,Balanced,Low
1350,Heater,1416,0.57,3,3,Energy Saving,High
1351,TV,298,1.72,6,7,Balanced,High
1352,Fridge,127,3.88,7,10,High Performance,Low
1353,Computer,260,3.62,7,10,High Performance,Low
1354,Heater,1060,5.8,8,13,Energy Saving,Medium
1355,Air Conditioner,2654,3.68,8,11,High Performance,Medium
1356,Computer,276,3.37,19,22,High Performance,Low
1357,Washing Machine,880,2.49,17,19,Balanced,Low
1358,Microwave,1081,2.67,20,22,Energy Saving,High
1359,Air Conditioner,3183,3.94,1,4,Balanced,Medium
1360,Heater,1665,3.11,4,7,High Performance,Medium
1361,TV,192,1.38,21,22,High Performance,Low
1362,Dishwasher,1702,5.2,17,22,Balanced,Medium
1363,Air Conditioner,3499,0.98,16,16,Energy Saving,Low
1364,TV,82,1.53,12,13,Energy Saving,Low
1365,Microwave,907,2.99,20,22,High Performance,High
1366,Heater,1831,1.03,18,19,Energy Saving,Medium
1367,Air Conditioner,1540,4.31,23,3,Energy Saving,High
1368,Heater,2436,6.09,19,1,High Performance,Low
1369,Air Conditioner,2860,6.12,21,3,Energy Saving,Medium
1370,Heater,2320,5.55,10,15,Energy Saving,Medium
1371,Heater,2182,7.43,18,1,Balanced,High
1372,Computer,223,2.08,0,2,High Performance,High
1373,TV,251,0.79,22,22,Energy Saving,High
1374,Microwave,1456,3.7,19,22,High Performance,Medium
1375,Washing Machine,635,3.25,19,22,Balanced,Medium
1376,Dishwasher,1351,4.48,7,11,High Performance,Medium
1377,Washing Machine,546,7.17,17,0,High Performance,Medium
1378,Heater,2413,2.58,21,23,Energy Saving,High
1379,Fridge,178,7.33,22,5,Balanced,Medium
1380,Washing Machine,501,3.29,17,20,Balanced,Low
1381,Heater,1040,1.17,0,1,High Performance,Low
1382,Heater,2057,6.47,15,21,Balanced,Medium
1383,Air Conditioner,2675,1.98,7,8,High Performance,High
1384,Washing Machine,897,7.75,15,22,Balanced,Low
1385,Heater,2462,7.7,2,9,Balanced,Medium
1386,Fridge,118,2.53,17,19,Energy Saving,High
1387,Dishwasher,1324,6.6,7,13,Energy Saving,Medium
1388,TV,258,3.81,2,5,Energy Saving,Medium
1389,Washing Machine,551,4.13,22,2,High Performance,Low
1390,Washing Machine,988,4.93,19,23,Energy Saving,Medium
1391,Microwave,1434,1.01,11,12,Balanced,Medium
1392,Heater,2034,3.95,2,5,High Performance,Low
1393,TV,372,6.71,7,13,Balanced,Medium
1394,TV,103,3.92,6,9,Energy Saving,Low
1395,Dishwasher,1244,3.55,0,3,Energy Saving,Medium
1396,Microwave,1354,5.26,15,20,Balanced,Medium
1397,Dishwasher,1620,3.23,17,20,High Performance,Medium
1398,Washing Machine,776,4.87,10,14,Balanced,Medium
1399,Dishwasher,1616,3.91,2,5,High Performance,High
1400,Microwave,1374,3.11,12,15,High Performance,Low
1401,Air Conditioner,2932,5.12,6,11,High Performance,Medium
1402,Air Conditioner,2004,7.2,16,23,High Performance,Low
1403,Dishwasher,1698,5.32,17,22,Balanced,Medium
1404,Microwave,870,0.52,12,12,High Performance,Medium
1405,Dishwasher,1558,5.13,20,1,Balanced,Medium
1406,Heater,2356,1.15,17,18,Energy Saving,Low
1407,Computer,369,3.28,21,0,Energy Saving,Medium
1408,Air Conditioner,2185,6.53,11,17,Energy Saving,Medium
1409,Fridge,154,6.15,15,21,Balanced,Low
1410,TV,295,2.34,18,20,Balanced,High
1411,Microwave,1008,6.48,22,4,Energy Saving,Low
1412,Fridge,135,7.05,6,13,Balanced,High
1413,Dishwasher,1575,1.29,9,10,Energy Saving,High
1414,Heater,1453,1.92,8,9,Energy Saving,Low
1415,Heater,1216,7.13,2,9,Energy Saving,Medium
1416,TV,295,5.33,2,7,Balanced,High
1417,Washing Machine,624,2.29,23,1,High Performance,Medium
1418,Air Conditioner,3419,0.76,21,21,Balanced,Low
1419,Computer,221,0.9,4,4,Energy Saving,Medium
1420,Air Conditioner,3333,0.9,19,19,Energy Saving,Low
1421,Fridge,135,7.01,23,6,Energy Saving,Low
1422,Dishwasher,1273,4.17,3,7,Balanced,High
1423,Heater,2164,5.65,9,14,Energy Saving,High
1424,Dishwasher,1571,1.99,20,21,High Performance,Medium
1425,Dishwasher,1573,7.5,4,11,High Performance,Medium
1426,Heater,1157,4.02,13,17,High Performance,High
1427,Air Conditioner,1758,1.16,12,13,High Performance,High
1428,Fridge,105,2.64,15,17,Energy Saving,High
1429,TV,198,7.15,8,15,Energy Saving,Low
1430,Dishwasher,1271,2.3,1,3,Balanced,High
1431,Microwave,1241,6.25,13,19,High Performance,High
1432,Air Conditioner,3091,2.61,11,13,Balanced,Low
1433,Microwave,1328,7.74,7,14,Energy Saving,High
1434,Dishwasher,1499,3.54,2,5,High Performance,High
1435,TV,72,4.63,14,18,Balanced,Low
1436,TV,350,5.97,17,22,Balanced,Low
1437,Air Conditioner,3448,4.52,17,21,Energy Saving,Medium
1438,Microwave,1166,1.43,22,23,Balanced,Low
1439,Fridge,133,6.56,15,21,Energy Saving,High
1440,Microwave,817,1.58,19,20,Energy Saving,Medium
1441,TV,379,1.42,21,22,High Performance,Low
1442,Washing Machine,504,3.5,8,11,Energy Saving,Low
1443,TV,162,3.34,19,22,High Performance,Medium
1444,Washing Machine,974,6.91,6,12,Energy Saving,Medium
1445,Air Conditioner,2018,3.1,10,13,High Performance,Medium
1446,Microwave,1452,1.17,22,23,Balanced,High
1447,TV,112,4.81,7,11,High Performance,High
1448,Air Conditioner,1614,7.7,0,7,Energy Saving,High
1449,Computer,266,7.94,14,21,Balanced,Low
1450,Air Conditioner,1555,4.9,18,22,Energy Saving,Low
1451,Dishwasher,1651,2.31,22,0,Energy Saving,Low
1452,Heater,1234,1.49,1,2,Balanced,Medium
1453,Washing Machine,543,2.75,16,18,Energy Saving,Medium
1454,Microwave,1240,0.68,1,1,Balanced,Medium
1455,Fridge,196,2.46,4,6,Balanced,Medium
1456,Air Conditioner,1978,7.39,2,9,High Performance,Low
1457,Microwave,858,2.48,4,6,High Performance,High
1458,Microwave,885,3.9,6,9,High Performance,Medium
1459,Dishwasher,1313,3.41,5,8,Energy Saving,Low
1460,Washing Machine,588,7.38,22,5,Balanced,High
1461,Computer,386,0.56,2,2,High Performance,Medium
1462,TV,336,3.41,0,3,Energy Saving,Medium
1463,Air Conditioner,2372,6.56,12,18,High Performance,Low
1464,Dishwasher,1714,5.48,23,4,Balanced,Low
1465,TV,131,2.95,4,6,High Performance,High
1466,Computer,387,7.12,14,21,High Performance,Low
1467,Air Conditioner,1747,4.55,4,8,High Performance,Medium
1468,Heater,1355,2.17,9,11,High Performance,Low
1469,Computer,240,7.11,11,18,High Performance,Medium
1470,Microwave,1155,4.72,19,23,Balanced,Medium
1471,Air Conditioner,3276,3.65,5,8,Energy Saving,Medium
1472,Dishwasher,1283,0.86,8,8,Energy Saving,Medium
1473,Computer,250,3.74,23,2,Balanced,Medium
1474,Air Conditioner,3009,0.85,0,0,High Performance,High
1475,Washing Machine,930,5.89,22,3,Energy Saving,Low
1476,Fridge,156,3.35,9,12,Balanced,Medium
1477,Computer,313,1.33,18,19,High Performance,High
1478,Microwave,1369,1.29,20,21,Energy Saving,Low
1479,TV,177,2.14,2,4,High Performance,Low
1480,Heater,1614,3.64,0,3,High Performance,Low
1481,Washing Machine,661,6.09,20,2,Energy Saving,Low
1482,Computer,213,1.68,13,14,High Performance,Medium
1483,Heater,2183,5.68,15,20,High Performance,Medium
1484,Fridge,196,1.34,23,0,Energy Saving,Medium
1485,Fridge,165,2.97,1,3,Balanced,Low
1486,TV,141,5.96,5,10,High Performance,Low
1487,Dishwasher,1712,6.84,4,10,Balanced,High
1488,Heater,1347,5.13,7,12,Energy Saving,High
1489,Air Conditioner,1612,2.76,18,20,Energy Saving,Low
1490,Heater,1582,1.71,8,9,Energy Saving,Medium
1491,Washing Machine,951,1.51,16,17,High Performance,Medium
1492,TV,261,6.56,18,0,Energy Saving,High
1493,Computer,343,1.8,23,0,High Performance,Low
1494,TV,297,1.83,11,12,Energy Saving,High
1495,Heater,1781,0.84,0,0,Balanced,High
1496,Fridge,199,1.37,1,2,Energy Saving,High
1497,Dishwasher,1209,6.79,2,8,Energy Saving,Medium
1498,Air Conditioner,2247,6.23,16,22,High Performance,Low
1499,Air Conditioner,2084,3.86,17,20,Energy Saving,High
1500,Fridge,103,2.3,8,10,Energy Saving,Medium
1501,Washing Machine,847,3.76,1,4,Energy Saving,High
1502,Computer,329,4.65,15,19,High Performance,Medium
1503,Dishwasher,1709,5.66,2,7,Energy Saving,Low
1504,Heater,2286,1.87,1,2,High Performance,Medium
1505,Computer,232,2.62,14,16,Balanced,Medium
1506,Heater,1021,1.1,21,22,High Performance,High
1507,Air Conditioner,1847,1.79,13,14,Energy Saving,Medium
1508,Fridge,147,5.96,5,10,High Performance,Medium
1509,Fridge,199,6.87,21,3,Energy Saving,High
1510,Microwave,1185,7.12,17,0,Energy Saving,High
1511,Heater,2343,6.16,20,2,High Performance,Medium
1512,Dishwasher,1403,5.18,4,9,Balanced,Medium
1513,Heater,1444,4.41,17,21,High Performance,Medium
1514,Air Conditioner,1551,2.98,13,15,Energy Saving,High
1515,TV,337,2.43,6,8,High Performance,Medium
1516,TV,53,4.48,9,13,Energy Saving,Medium
1517,Air Conditioner,2553,7.53,23,6,Balanced,High
1518,Heater,1144,2.26,16,18,High Performance,Low
1519,Dishwasher,1571,6.99,23,5,Energy Saving,High
1520,Washing Machine,719,7.73,10,17,High Performance,Low
1521,Dishwasher,1594,5.08,19,0,Energy Saving,Low
1522,Computer,318,7.58,15,22,Energy Saving,Medium
1523,Heater,1471,3.51,11,14,Balanced,Low
1524,TV,101,5.04,9,14,Energy Saving,Medium
1525,Air Conditioner,2243,1.39,7,8,High Performance,Low
1526,TV,325,2.9,19,21,Balanced,Low
1527,Microwave,1447,6.03,18,0,Balanced,Low
1528,Computer,360,5.34,5,10,Balanced,Medium
1529,Air Conditioner,2301,3.8,15,18,Energy Saving,High
1530,Washing Machine,546,0.52,11,11,Balanced,Low
1531,Air Conditioner,3176,7.58,6,13,Energy Saving,Medium
1532,Washing Machine,614,7.23,16,23,Energy Saving,Low
1533,Computer,251,4.39,10,14,Balanced,High
1534,TV,238,5.94,19,0,Balanced,Low
1535,Heater,1279,0.6,9,9,Energy Saving,Low
1536,Fridge,110,2.18,4,6,High Performance,High
1537,Microwave,1335,1.26,8,9,Balanced,Low
1538,TV,224,7.45,9,16,Energy Saving,High
1539,Computer,256,1.02,16,17,Energy Saving,Medium
1540,Dishwasher,1699,2.92,18,20,High Performance,Low
1541,Microwave,1375,4.2,5,9,High Performance,High
1542,Heater,1871,1.72,7,8,Energy Saving,Medium
1543,Microwave,841,6.47,1,7,High Performance,High
1544,Dishwasher,1577,0.68,16,16,Energy Saving,Low
1545,Dishwasher,1518,2.94,1,3,Energy Saving,Medium
1546,Computer,329,4.84,14,18,High Performance,Medium
1547,Microwave,1337,5.61,6,11,Balanced,Medium
1548,Air Conditioner,1514,4.07,1,5,High Performance,Low
1549,Washing Machine,835,5.76,16,21,High Performance,Low
1550,Dishwasher,1487,1.63,22,23,High Performance,High
1551,Heater,1719,3.8,19,22,Balanced,Low
1552,Fridge,167,6.23,11,17,High Performance,High
1553,Fridge,187,3.26,15,18,Energy Saving,Low
1554,Fridge,182,4.0,10,14,Energy Saving,Medium
1555,Heater,2045,4.89,23,3,High Performance,Medium
1556,Dishwasher,1618,0.64,10,10,Balanced,High
1557,Computer,282,4.42,21,1,High Performance,Medium
1558,TV,392,1.57,4,5,High Performance,High
1559,Microwave,939,1.8,23,0,High Performance,Low
1560,Heater,1019,1.17,11,12,Energy Saving,Medium
1561,Air Conditioner,3473,4.62,4,8,Energy Saving,High
1562,Fridge,143,1.4,20,21,Balanced,High
1563,Dishwasher,1416,4.13,6,10,Energy Saving,Medium
1564,Air Conditioner,1912,7.32,5,12,Balanced,High
1565,Heater,1951,1.14,15,16,Energy Saving,Medium
1566,Air Conditioner,2566,7.75,7,14,Energy Saving,High
1567,Fridge,146,6.32,16,22,Energy Saving,Low
1568,Fridge,150,3.4,16,19,Energy Saving,Low
1569,Air Conditioner,3271,2.22,3,5,High Performance,Medium
1570,Dishwasher,1239,6.22,11,17,Energy Saving,Low
1571,Heater,1654,1.96,8,9,Balanced,Low
1572,Heater,1662,4.89,5,9,High Performance,High
1573,Washing Machine,844,7.37,3,10,Balanced,High
1574,Washing Machine,998,4.01,20,0,Balanced,Low
1575,Heater,1211,7.36,12,19,High Performance,Medium
1576,Dishwasher,1649,5.14,12,17,Energy Saving,Low
1577,TV,277,6.81,21,3,High Performance,High
1578,Fridge,108,3.68,8,11,Balanced,High
1579,Dishwasher,1387,5.06,3,8,Energy Saving,High
1580,Fridge,106,0.73,14,14,Energy Saving,High
1581,Dishwasher,1229,3.36,21,0,Energy Saving,High
1582,Washing Machine,761,6.6,10,16,Balanced,Medium
1583,TV,301,1.59,22,23,Energy Saving,Medium
1584,Air Conditioner,1936,3.26,2,5,Balanced,Low
1585,Computer,270,3.18,22,1,Energy Saving,Medium
1586,Dishwasher,1443,0.55,20,20,High Performance,High
1587,TV,180,3.08,15,18,Balanced,Medium
1588,Computer,294,2.23,10,12,High Performance,Medium
1589,Microwave,1423,6.92,3,9,Balanced,Low
1590,TV,187,6.84,15,21,Energy Saving,High
1591,Fridge,153,5.83,4,9,Energy Saving,High
1592,Dishwasher,1449,5.32,10,15,Balanced,Low
1593,Air Conditioner,3029,1.51,4,5,Balanced,Low
1594,Dishwasher,1449,2.11,22,0,High Performance,High
1595,Heater,2386,5.4,10,15,Energy Saving,Low
1596,Computer,267,6.26,14,20,Energy Saving,High
1597,TV,245,3.98,5,8,Energy Saving,High
1598,Computer,293,7.15,1,8,Energy Saving,Low
1599,Air Conditioner,2184,4.75,12,16,High Performance,Low
1600,Dishwasher,1575,5.47,21,2,Balanced,Low
1601,TV,168,5.04,15,20,Energy Saving,Medium
1602,Washing Machine,570,6.27,17,23,Balanced,High
1603,Air Conditioner,2299,0.57,16,16,Balanced,High
1604,Dishwasher,1699,4.56,21,1,Energy Saving,Medium
1605,Microwave,961,3.25,16,19,Balanced,Medium
1606,Microwave,1195,6.06,6,12,Balanced,High
1607,Microwave,1322,4.27,15,19,High Performance,Medium
1608,Microwave,1178,7.43,7,14,High Performance,Low
1609,Fridge,190,2.29,0,2,Balanced,High
1610,Washing Machine,548,1.59,9,10,Energy Saving,Medium
1611,Computer,365,6.1,13,19,Energy Saving,High
1612,Dishwasher,1376,1.27,15,16,Balanced,Low
1613,Dishwasher,1301,4.91,17,21,Energy Saving,Low
1614,Heater,2152,0.56,7,7,Energy Saving,Medium
1615,Heater,2108,1.49,4,5,Balanced,Medium
1616,Microwave,1160,2.02,22,0,High Performance,High
1617,Microwave,1176,1.72,7,8,Balanced,Medium
1618,Dishwasher,1503,4.91,4,8,Energy Saving,Medium
1619,Computer,299,4.52,23,3,Balanced,Medium
1620,Computer,242,6.57,10,16,Energy Saving,High
1621,TV,389,3.5,12,15,Energy Saving,Medium
1622,Dishwasher,1444,7.05,9,16,Energy Saving,Medium
1623,Dishwasher,1340,1.63,4,5,Energy Saving,High
1624,TV,224,1.36,7,8,Balanced,Low
1625,Heater,1655,4.14,5,9,Energy Saving,Low
1626,Air Conditioner,2533,3.29,22,1,High Performance,Medium
1627,Washing Machine,718,7.27,6,13,Energy Saving,High
1628,Fridge,177,7.9,7,14,High Performance,Medium
1629,Fridge,151,2.17,18,20,Energy Saving,Low
1630,Dishwasher,1368,4.73,16,20,Energy Saving,High
1631,Washing Machine,839,7.28,16,23,Energy Saving,Medium
1632,Computer,355,2.73,15,17,Balanced,Low
1633,Dishwasher,1620,1.81,21,22,High Performance,High
1634,Computer,344,6.92,1,7,Balanced,Low
1635,Dishwasher,1745,5.72,1,6,Energy Saving,High
1636,TV,99,4.29,12,16,Balanced,Low
1637,Fridge,176,3.17,7,10,High Performance,Low
1638,Microwave,976,4.02,9,13,Balanced,High
1639,Microwave,1455,5.4,21,2,Energy Saving,Medium
1640,Air Conditioner,3488,4.35,14,18,Energy Saving,Medium
1641,Heater,1370,1.31,17,18,Energy Saving,Low
1642,Dishwasher,1601,1.71,23,0,High Performance,High
1643,Computer,273,5.76,12,17,Energy Saving,Low
1644,Computer,313,2.76,11,13,Balanced,Low
1645,TV,187,7.04,6,13,Energy Saving,Medium
1646,Computer,257,1.99,17,18,Balanced,High
1647,Dishwasher,1259,3.52,19,22,Energy Saving,Medium
1648,Microwave,1156,4.04,21,1,Energy Saving,High
1649,Heater,2084,5.55,11,16,High Performance,Low
1650,Heater,2454,1.04,8,9,Balanced,High
1651,Dishwasher,1342,3.06,19,22,Balanced,Low
1652,Heater,2128,6.18,13,19,High Performance,Medium
1653,Heater,2277,5.35,8,13,High Performance,Low
1654,TV,122,7.86,9,16,High Performance,Low
1655,Microwave,1165,6.46,20,2,Energy Saving,Medium
1656,TV,53,6.08,9,15,Energy Saving,Medium
1657,Computer,330,5.22,10,15,Balanced,High
1658,Fridge,190,4.76,22,2,Balanced,Low
