Tariff_ID,Timestamp,Tariff_Rate,Tariff_Type,TOU_Period_Start,TOU_Period_End,Weather_Conditions,Grid_Load (MW),Forecasted_Tariff_Rate,Renewable_Energy_Contribution (%)
1113,2024-10-07 21:27:56.160,0.07,Peak,21:27:56.160000,00:27:56.160000,Rainy,1236,0.08,55
1114,2024-10-07 21:36:51.840,0.2,Mid-Peak,19:36:51.840000,03:36:51.840000,Sunny,1629,0.19,41
1115,2024-10-07 21:45:47.520,0.08,Off-Peak,20:45:47.520000,00:45:47.520000,Partly Cloudy,1297,0.1,59
1116,2024-10-07 21:54:43.200,0.16,Super Off-Peak,19:54:43.200000,02:54:43.200000,Windy,1414,0.16,19
1117,2024-10-07 22:03:38.880,0.17,Off-Peak,19:03:38.880000,04:03:38.880000,Clear,1956,0.16,15
1118,2024-10-07 22:12:34.560,0.19,Peak,20:12:34.560000,03:12:34.560000,Partly Cloudy,1569,0.2,20
1119,2024-10-07 22:21:30.240,0.17,Super Off-Peak,17:21:30.240000,04:21:30.240000,Clear,1957,0.16,30
1120,2024-10-07 22:30:25.920,0.16,Super Off-Peak,16:30:25.920000,00:30:25.920000,Partly Cloudy,1401,0.15,56
1121,2024-10-07 22:39:21.600,0.19,Peak,18:39:21.600000,04:39:21.600000,Rainy,1344,0.19,13
1122,2024-10-07 22:48:17.280,0.16,Mid-Peak,19:48:17.280000,00:48:17.280000,Windy,1151,0.15,41
1123,2024-10-07 22:57:12.960,0.19,Mid-Peak,17:57:12.960000,00:57:12.960000,Clear,1347,0.19,35
1124,2024-10-07 23:06:08.640,0.11,Off-Peak,21:06:08.640000,04:06:08.640000,Partly Cloudy,1902,0.12,23
1125,2024-10-07 23:15:04.320,0.13,Mid-Peak,22:15:04.320000,02:15:04.320000,Partly Cloudy,1318,0.14,39
1126,2024-10-07 23:24:00.000,0.14,Mid-Peak,20:24:00,00:24:00,Rainy,1821,0.15,18
1127,2024-10-07 23:32:55.680,0.15,Peak,20:32:55.680000,05:32:55.680000,Partly Cloudy,1381,0.16,40
1128,2024-10-07 23:41:51.360,0.08,Off-Peak,17:41:51.360000,04:41:51.360000,Cloudy,1292,0.08,15
1129,2024-10-07 23:50:47.040,0.1,Mid-Peak,23:50:47.040000,04:50:47.040000,Rainy,1305,0.12,35
1130,2024-10-07 23:59:42.720,0.14,Mid-Peak,22:59:42.720000,00:59:42.720000,Clear,1928,0.13,33
1131,2024-10-08 00:08:38.400,0.07,Mid-Peak,23:08:38.400000,06:08:38.400000,Cloudy,1841,0.06,56
1132,2024-10-08 00:17:34.080,0.12,Super Off-Peak,19:17:34.080000,02:17:34.080000,Partly Cloudy,1419,0.12,16
1133,2024-10-08 00:26:29.760,0.18,Peak,20:26:29.760000,01:26:29.760000,Rainy,1798,0.18,34
1134,2024-10-08 00:35:25.440,0.08,Off-Peak,23:35:25.440000,05:35:25.440000,Partly Cloudy,1945,0.09,48
1135,2024-10-08 00:44:21.120,0.16,Peak,21:44:21.120000,01:44:21.120000,Windy,914,0.16,13
1136,2024-10-08 00:53:16.800,0.18,Peak,18:53:16.800000,06:53:16.800000,Rainy,971,0.17,14
1137,2024-10-08 01:02:12.480,0.12,Mid-Peak,20:02:12.480000,04:02:12.480000,Clear,888,0.11,25
1138,2024-10-08 01:11:08.160,0.12,Peak,19:11:08.160000,06:11:08.160000,Clear,913,0.11,26
1139,2024-10-08 01:20:03.840,0.07,Peak,20:20:03.840000,05:20:03.840000,Sunny,806,0.08,50
1140,2024-10-08 01:28:59.520,0.18,Super Off-Peak,01:28:59.520000,04:28:59.520000,Windy,937,0.17,20
1141,2024-10-08 01:37:55.200,0.13,Peak,01:37:55.200000,03:37:55.200000,Cloudy,1335,0.15,51
1142,2024-10-08 01:46:50.880,0.11,Off-Peak,19:46:50.880000,07:46:50.880000,Cloudy,1761,0.13,28
1143,2024-10-08 01:55:46.560,0.16,Mid-Peak,20:55:46.560000,02:55:46.560000,Partly Cloudy,1281,0.17,29
1144,2024-10-08 02:04:42.240,0.07,Peak,02:04:42.240000,05:04:42.240000,Windy,1845,0.08,52
1145,2024-10-08 02:13:37.920,0.09,Mid-Peak,20:13:37.920000,04:13:37.920000,Rainy,1605,0.11,40
1146,2024-10-08 02:22:33.600,0.11,Mid-Peak,23:22:33.600000,04:22:33.600000,Clear,1366,0.11,41
1147,2024-10-08 02:31:29.280,0.06,Super Off-Peak,22:31:29.280000,04:31:29.280000,Cloudy,1378,0.07,60
1148,2024-10-08 02:40:24.960,0.2,Mid-Peak,20:40:24.960000,07:40:24.960000,Sunny,879,0.18,47
1149,2024-10-08 02:49:20.640,0.09,Peak,22:49:20.640000,05:49:20.640000,Sunny,1018,0.11,24
1150,2024-10-08 02:58:16.320,0.07,Super Off-Peak,20:58:16.320000,03:58:16.320000,Windy,1172,0.08,23
1151,2024-10-08 03:07:12.000,0.19,Super Off-Peak,02:07:12,05:07:12,Partly Cloudy,1699,0.17,32
1152,2024-10-08 03:16:07.680,0.14,Peak,21:16:07.680000,09:16:07.680000,Sunny,1504,0.16,33
1153,2024-10-08 03:25:03.360,0.06,Peak,22:25:03.360000,04:25:03.360000,Clear,1636,0.04,23
1154,2024-10-08 03:33:59.040,0.15,Mid-Peak,02:33:59.040000,05:33:59.040000,Partly Cloudy,1819,0.16,49
1155,2024-10-08 03:42:54.720,0.15,Off-Peak,23:42:54.720000,09:42:54.720000,Cloudy,1415,0.15,29
1156,2024-10-08 03:51:50.400,0.11,Peak,23:51:50.400000,04:51:50.400000,Rainy,833,0.12,51
1157,2024-10-08 04:00:46.080,0.19,Mid-Peak,23:00:46.080000,05:00:46.080000,Sunny,1596,0.18,15
1158,2024-10-08 04:09:41.760,0.19,Super Off-Peak,23:09:41.760000,05:09:41.760000,Sunny,874,0.18,56
1159,2024-10-08 04:18:37.440,0.14,Off-Peak,03:18:37.440000,08:18:37.440000,Rainy,1649,0.15,60
1160,2024-10-08 04:27:33.120,0.17,Off-Peak,03:27:33.120000,05:27:33.120000,Cloudy,1914,0.18,23
1161,2024-10-08 04:36:28.800,0.17,Mid-Peak,02:36:28.800000,08:36:28.800000,Sunny,1760,0.16,43
1162,2024-10-08 04:45:24.480,0.16,Off-Peak,01:45:24.480000,10:45:24.480000,Clear,1541,0.17,24
1163,2024-10-08 04:54:20.160,0.1,Off-Peak,01:54:20.160000,09:54:20.160000,Partly Cloudy,884,0.11,24
1164,2024-10-08 05:03:15.840,0.13,Peak,04:03:15.840000,08:03:15.840000,Rainy,1160,0.14,33
1165,2024-10-08 05:12:11.520,0.15,Off-Peak,00:12:11.520000,10:12:11.520000,Rainy,1696,0.17,34
1166,2024-10-08 05:21:07.200,0.19,Mid-Peak,00:21:07.200000,10:21:07.200000,Sunny,883,0.18,38
1167,2024-10-08 05:30:02.880,0.12,Mid-Peak,03:30:02.880000,08:30:02.880000,Clear,1971,0.14,43
1168,2024-10-08 05:38:58.560,0.09,Super Off-Peak,00:38:58.560000,08:38:58.560000,Partly Cloudy,1162,0.1,53
1169,2024-10-08 05:47:54.240,0.13,Super Off-Peak,05:47:54.240000,09:47:54.240000,Clear,1231,0.15,24
1170,2024-10-08 05:56:49.920,0.15,Mid-Peak,01:56:49.920000,07:56:49.920000,Sunny,1656,0.14,19
1171,2024-10-08 06:05:45.600,0.12,Peak,01:05:45.600000,08:05:45.600000,Clear,1579,0.13,34
1172,2024-10-08 06:14:41.280,0.08,Off-Peak,05:14:41.280000,10:14:41.280000,Clear,1301,0.09,45
1173,2024-10-08 06:23:36.960,0.13,Off-Peak,01:23:36.960000,11:23:36.960000,Windy,828,0.12,34
1174,2024-10-08 06:32:32.640,0.05,Super Off-Peak,02:32:32.640000,08:32:32.640000,Rainy,1751,0.04,32
1175,2024-10-08 06:41:28.320,0.06,Peak,04:41:28.320000,08:41:28.320000,Clear,1069,0.05,45
1176,2024-10-08 06:50:24.000,0.16,Mid-Peak,03:50:24,10:50:24,Windy,1521,0.15,38
1177,2024-10-08 06:59:19.680,0.07,Off-Peak,04:59:19.680000,12:59:19.680000,Windy,1351,0.08,45
1178,2024-10-08 07:08:15.360,0.14,Off-Peak,05:08:15.360000,11:08:15.360000,Sunny,1131,0.13,40
1179,2024-10-08 07:17:11.040,0.08,Mid-Peak,06:17:11.040000,13:17:11.040000,Windy,853,0.09,23
1180,2024-10-08 07:26:06.720,0.13,Peak,04:26:06.720000,12:26:06.720000,Clear,883,0.15,47
1181,2024-10-08 07:35:02.400,0.14,Off-Peak,06:35:02.400000,11:35:02.400000,Rainy,1877,0.15,43
1182,2024-10-08 07:43:58.080,0.12,Super Off-Peak,06:43:58.080000,10:43:58.080000,Cloudy,874,0.13,11
1183,2024-10-08 07:52:53.760,0.13,Super Off-Peak,02:52:53.760000,09:52:53.760000,Rainy,955,0.12,51
1184,2024-10-08 08:01:49.440,0.1,Super Off-Peak,04:01:49.440000,11:01:49.440000,Cloudy,999,0.11,16
1185,2024-10-08 08:10:45.120,0.07,Mid-Peak,07:10:45.120000,09:10:45.120000,Clear,1566,0.07,57
1186,2024-10-08 08:19:40.800,0.12,Off-Peak,08:19:40.800000,10:19:40.800000,Windy,1137,0.14,36
1187,2024-10-08 08:28:36.480,0.17,Peak,05:28:36.480000,10:28:36.480000,Windy,1467,0.19,36
1188,2024-10-08 08:37:32.160,0.12,Super Off-Peak,02:37:32.160000,10:37:32.160000,Clear,1689,0.1,43
1189,2024-10-08 08:46:27.840,0.11,Off-Peak,08:46:27.840000,14:46:27.840000,Clear,1338,0.1,32
1190,2024-10-08 08:55:23.520,0.07,Peak,06:55:23.520000,14:55:23.520000,Partly Cloudy,1238,0.06,10
1191,2024-10-08 09:04:19.200,0.11,Mid-Peak,08:04:19.200000,12:04:19.200000,Sunny,829,0.11,12
1192,2024-10-08 09:13:14.880,0.07,Peak,03:13:14.880000,14:13:14.880000,Sunny,1651,0.08,16
1193,2024-10-08 09:22:10.560,0.19,Off-Peak,04:22:10.560000,14:22:10.560000,Sunny,1023,0.19,21
1194,2024-10-08 09:31:06.240,0.18,Peak,03:31:06.240000,13:31:06.240000,Sunny,1971,0.17,34
1195,2024-10-08 09:40:01.920,0.19,Super Off-Peak,04:40:01.920000,10:40:01.920000,Windy,942,0.19,40
1196,2024-10-08 09:48:57.600,0.09,Peak,06:48:57.600000,15:48:57.600000,Partly Cloudy,1154,0.1,18
1197,2024-10-08 09:57:53.280,0.17,Off-Peak,05:57:53.280000,11:57:53.280000,Rainy,1783,0.19,12
1198,2024-10-08 10:06:48.960,0.09,Peak,10:06:48.960000,14:06:48.960000,Sunny,1578,0.09,38
1199,2024-10-08 10:15:44.640,0.14,Off-Peak,10:15:44.640000,13:15:44.640000,Clear,1554,0.15,16
1200,2024-10-08 10:24:40.320,0.13,Mid-Peak,04:24:40.320000,12:24:40.320000,Rainy,1466,0.14,35
1201,2024-10-08 10:33:36.000,0.11,Off-Peak,07:33:36,15:33:36,Sunny,825,0.11,28
1202,2024-10-08 10:42:31.680,0.05,Off-Peak,05:42:31.680000,11:42:31.680000,Partly Cloudy,947,0.07,26
1203,2024-10-08 10:51:27.360,0.11,Peak,10:51:27.360000,15:51:27.360000,Partly Cloudy,1017,0.12,13
1204,2024-10-08 11:00:23.040,0.19,Off-Peak,11:00:23.040000,12:00:23.040000,Cloudy,1733,0.18,15
1205,2024-10-08 11:09:18.720,0.09,Mid-Peak,09:09:18.720000,17:09:18.720000,Rainy,1736,0.09,54
1206,2024-10-08 11:18:14.400,0.17,Mid-Peak,06:18:14.400000,13:18:14.400000,Partly Cloudy,1701,0.18,39
1207,2024-10-08 11:27:10.080,0.15,Peak,09:27:10.080000,14:27:10.080000,Clear,1222,0.15,35
1208,2024-10-08 11:36:05.760,0.15,Mid-Peak,06:36:05.760000,14:36:05.760000,Sunny,1510,0.14,27
1209,2024-10-08 11:45:01.440,0.07,Super Off-Peak,08:45:01.440000,15:45:01.440000,Cloudy,824,0.05,51
1210,2024-10-08 11:53:57.120,0.19,Super Off-Peak,10:53:57.120000,17:53:57.120000,Windy,1184,0.2,14
1211,2024-10-08 12:02:52.800,0.17,Mid-Peak,07:02:52.800000,13:02:52.800000,Cloudy,857,0.19,18
1212,2024-10-08 12:11:48.480,0.19,Mid-Peak,08:11:48.480000,16:11:48.480000,Clear,1785,0.2,51
1213,2024-10-08 12:20:44.160,0.11,Mid-Peak,06:20:44.160000,17:20:44.160000,Sunny,1440,0.12,59
1214,2024-10-08 12:29:39.840,0.09,Super Off-Peak,09:29:39.840000,14:29:39.840000,Windy,1796,0.1,51
1215,2024-10-08 12:38:35.520,0.16,Mid-Peak,11:38:35.520000,13:38:35.520000,Clear,1680,0.15,52
1216,2024-10-08 12:47:31.200,0.06,Off-Peak,09:47:31.200000,15:47:31.200000,Sunny,1092,0.05,41
1217,2024-10-08 12:56:26.880,0.05,Off-Peak,09:56:26.880000,15:56:26.880000,Sunny,1056,0.06,20
1218,2024-10-08 13:05:22.560,0.1,Peak,11:05:22.560000,15:05:22.560000,Rainy,1672,0.11,16
1219,2024-10-08 13:14:18.240,0.19,Super Off-Peak,11:14:18.240000,19:14:18.240000,Clear,926,0.18,53
1220,2024-10-08 13:23:13.920,0.05,Mid-Peak,10:23:13.920000,19:23:13.920000,Partly Cloudy,1185,0.04,38
1221,2024-10-08 13:32:09.600,0.12,Off-Peak,13:32:09.600000,18:32:09.600000,Rainy,923,0.11,29
1222,2024-10-08 13:41:05.280,0.11,Mid-Peak,09:41:05.280000,15:41:05.280000,Cloudy,1612,0.11,19
1223,2024-10-08 13:50:00.960,0.14,Mid-Peak,13:50:00.960000,15:50:00.960000,Partly Cloudy,1334,0.13,15
1224,2024-10-08 13:58:56.640,0.08,Mid-Peak,08:58:56.640000,18:58:56.640000,Rainy,1367,0.08,19
1225,2024-10-08 14:07:52.320,0.16,Off-Peak,10:07:52.320000,18:07:52.320000,Rainy,1446,0.18,25
1226,2024-10-08 14:16:48.000,0.2,Off-Peak,12:16:48,15:16:48,Windy,945,0.2,26
1227,2024-10-08 14:25:43.680,0.08,Mid-Peak,11:25:43.680000,18:25:43.680000,Rainy,1400,0.09,54
1228,2024-10-08 14:34:39.360,0.13,Super Off-Peak,10:34:39.360000,18:34:39.360000,Windy,855,0.14,48
1229,2024-10-08 14:43:35.040,0.2,Super Off-Peak,12:43:35.040000,20:43:35.040000,Rainy,1623,0.19,42
1230,2024-10-08 14:52:30.720,0.14,Mid-Peak,14:52:30.720000,16:52:30.720000,Rainy,969,0.12,43
1231,2024-10-08 15:01:26.400,0.1,Off-Peak,11:01:26.400000,19:01:26.400000,Rainy,1866,0.09,60
1232,2024-10-08 15:10:22.080,0.11,Peak,14:10:22.080000,17:10:22.080000,Cloudy,1955,0.1,30
1233,2024-10-08 15:19:17.760,0.09,Mid-Peak,12:19:17.760000,19:19:17.760000,Cloudy,1806,0.08,57
1234,2024-10-08 15:28:13.440,0.08,Peak,11:28:13.440000,21:28:13.440000,Clear,1178,0.1,29
1235,2024-10-08 15:37:09.120,0.12,Off-Peak,12:37:09.120000,18:37:09.120000,Cloudy,1540,0.12,58
1236,2024-10-08 15:46:04.800,0.16,Mid-Peak,12:46:04.800000,18:46:04.800000,Cloudy,1512,0.16,39
1237,2024-10-08 15:55:00.480,0.15,Mid-Peak,15:55:00.480000,18:55:00.480000,Sunny,1727,0.15,57
1238,2024-10-08 16:03:56.160,0.06,Peak,16:03:56.160000,19:03:56.160000,Sunny,1419,0.04,18
1239,2024-10-08 16:12:51.840,0.14,Peak,14:12:51.840000,18:12:51.840000,Sunny,1322,0.16,42
1240,2024-10-08 16:21:47.520,0.12,Peak,13:21:47.520000,17:21:47.520000,Cloudy,1148,0.13,51
1241,2024-10-08 16:30:43.200,0.1,Off-Peak,15:30:43.200000,17:30:43.200000,Cloudy,1315,0.09,26
1242,2024-10-08 16:39:38.880,0.15,Super Off-Peak,10:39:38.880000,18:39:38.880000,Partly Cloudy,1332,0.14,16
1243,2024-10-08 16:48:34.560,0.15,Mid-Peak,12:48:34.560000,20:48:34.560000,Cloudy,1471,0.15,32
1244,2024-10-08 16:57:30.240,0.07,Off-Peak,14:57:30.240000,21:57:30.240000,Clear,1198,0.07,28
1245,2024-10-08 17:06:25.920,0.16,Super Off-Peak,14:06:25.920000,18:06:25.920000,Windy,1132,0.16,34
1246,2024-10-08 17:15:21.600,0.08,Super Off-Peak,15:15:21.600000,18:15:21.600000,Windy,1243,0.09,47
1247,2024-10-08 17:24:17.280,0.16,Super Off-Peak,11:24:17.280000,21:24:17.280000,Cloudy,1735,0.16,52
1248,2024-10-08 17:33:12.960,0.08,Mid-Peak,14:33:12.960000,18:33:12.960000,Rainy,1855,0.1,19
1249,2024-10-08 17:42:08.640,0.12,Off-Peak,15:42:08.640000,23:42:08.640000,Rainy,1785,0.12,54
1250,2024-10-08 17:51:04.320,0.1,Super Off-Peak,16:51:04.320000,19:51:04.320000,Cloudy,1738,0.1,56
1251,2024-10-08 18:00:00.000,0.15,Peak,13:00:00,22:00:00,Sunny,1514,0.14,60
1252,2024-10-08 18:08:55.680,0.08,Off-Peak,18:08:55.680000,21:08:55.680000,Rainy,1003,0.07,15
1253,2024-10-08 18:17:51.360,0.11,Super Off-Peak,18:17:51.360000,23:17:51.360000,Sunny,1333,0.11,38
1254,2024-10-08 18:26:47.040,0.16,Super Off-Peak,14:26:47.040000,20:26:47.040000,Rainy,1972,0.16,17
1255,2024-10-08 18:35:42.720,0.07,Peak,13:35:42.720000,22:35:42.720000,Cloudy,1067,0.06,13
1256,2024-10-08 18:44:38.400,0.14,Super Off-Peak,16:44:38.400000,19:44:38.400000,Windy,1762,0.14,48
1257,2024-10-08 18:53:34.080,0.15,Peak,14:53:34.080000,23:53:34.080000,Sunny,1827,0.13,21
1258,2024-10-08 19:02:29.760,0.11,Mid-Peak,15:02:29.760000,23:02:29.760000,Sunny,1227,0.13,47
1259,2024-10-08 19:11:25.440,0.18,Off-Peak,15:11:25.440000,22:11:25.440000,Partly Cloudy,1164,0.2,57
1260,2024-10-08 19:20:21.120,0.14,Off-Peak,13:20:21.120000,22:20:21.120000,Rainy,1102,0.15,37
1261,2024-10-08 19:29:16.800,0.07,Mid-Peak,13:29:16.800000,20:29:16.800000,Partly Cloudy,1289,0.07,42
1262,2024-10-08 19:38:12.480,0.09,Mid-Peak,15:38:12.480000,20:38:12.480000,Windy,1434,0.09,34
1263,2024-10-08 19:47:08.160,0.13,Mid-Peak,17:47:08.160000,22:47:08.160000,Clear,1648,0.15,30
1264,2024-10-08 19:56:03.840,0.1,Super Off-Peak,15:56:03.840000,23:56:03.840000,Cloudy,1763,0.08,19
1265,2024-10-08 20:04:59.520,0.16,Mid-Peak,18:04:59.520000,01:04:59.520000,Windy,1927,0.15,40
1266,2024-10-08 20:13:55.200,0.1,Mid-Peak,19:13:55.200000,00:13:55.200000,Sunny,1135,0.11,27
1267,2024-10-08 20:22:50.880,0.13,Mid-Peak,19:22:50.880000,23:22:50.880000,Partly Cloudy,1489,0.12,35
1268,2024-10-08 20:31:46.560,0.12,Peak,16:31:46.560000,00:31:46.560000,Partly Cloudy,1069,0.11,25
1269,2024-10-08 20:40:42.240,0.09,Super Off-Peak,15:40:42.240000,22:40:42.240000,Partly Cloudy,870,0.07,58
1270,2024-10-08 20:49:37.920,0.08,Peak,15:49:37.920000,22:49:37.920000,Partly Cloudy,1711,0.07,31
1271,2024-10-08 20:58:33.600,0.06,Mid-Peak,14:58:33.600000,02:58:33.600000,Sunny,1801,0.05,51
1272,2024-10-08 21:07:29.280,0.08,Peak,21:07:29.280000,22:07:29.280000,Clear,1478,0.08,24
1273,2024-10-08 21:16:24.960,0.07,Mid-Peak,19:16:24.960000,02:16:24.960000,Sunny,1710,0.07,33
1274,2024-10-08 21:25:20.640,0.07,Super Off-Peak,16:25:20.640000,01:25:20.640000,Sunny,878,0.08,54
1275,2024-10-08 21:34:16.320,0.06,Off-Peak,15:34:16.320000,03:34:16.320000,Cloudy,1254,0.04,36
1276,2024-10-08 21:43:12.000,0.15,Peak,15:43:12,00:43:12,Sunny,1155,0.14,50
1277,2024-10-08 21:52:07.680,0.13,Super Off-Peak,17:52:07.680000,23:52:07.680000,Partly Cloudy,1147,0.13,60
1278,2024-10-08 22:01:03.360,0.14,Mid-Peak,16:01:03.360000,03:01:03.360000,Cloudy,1831,0.13,14
1279,2024-10-08 22:09:59.040,0.15,Off-Peak,16:09:59.040000,00:09:59.040000,Rainy,1508,0.15,20
1280,2024-10-08 22:18:54.720,0.12,Off-Peak,18:18:54.720000,02:18:54.720000,Partly Cloudy,1249,0.11,49
1281,2024-10-08 22:27:50.400,0.07,Mid-Peak,21:27:50.400000,01:27:50.400000,Windy,1260,0.06,43
1282,2024-10-08 22:36:46.080,0.05,Off-Peak,17:36:46.080000,01:36:46.080000,Cloudy,1814,0.06,60
1283,2024-10-08 22:45:41.760,0.06,Peak,18:45:41.760000,01:45:41.760000,Rainy,1978,0.05,20
1284,2024-10-08 22:54:37.440,0.14,Super Off-Peak,18:54:37.440000,00:54:37.440000,Clear,1227,0.13,11
1285,2024-10-08 23:03:33.120,0.07,Peak,23:03:33.120000,02:03:33.120000,Partly Cloudy,952,0.09,33
1286,2024-10-08 23:12:28.800,0.11,Super Off-Peak,23:12:28.800000,04:12:28.800000,Sunny,1538,0.11,12
1287,2024-10-08 23:21:24.480,0.18,Off-Peak,17:21:24.480000,00:21:24.480000,Partly Cloudy,1052,0.16,14
1288,2024-10-08 23:30:20.160,0.13,Peak,20:30:20.160000,03:30:20.160000,Rainy,1146,0.13,38
1289,2024-10-08 23:39:15.840,0.19,Peak,23:39:15.840000,03:39:15.840000,Windy,1758,0.2,47
1290,2024-10-08 23:48:11.520,0.1,Off-Peak,21:48:11.520000,02:48:11.520000,Clear,1469,0.11,40
1291,2024-10-08 23:57:07.200,0.17,Mid-Peak,19:57:07.200000,00:57:07.200000,Windy,1211,0.18,54
1292,2024-10-09 00:06:02.880,0.08,Super Off-Peak,19:06:02.880000,02:06:02.880000,Windy,1992,0.08,40
1293,2024-10-09 00:14:58.560,0.15,Peak,20:14:58.560000,06:14:58.560000,Clear,1996,0.13,56
1294,2024-10-09 00:23:54.240,0.18,Peak,19:23:54.240000,01:23:54.240000,Cloudy,1722,0.19,38
1295,2024-10-09 00:32:49.920,0.17,Peak,21:32:49.920000,03:32:49.920000,Partly Cloudy,1332,0.18,38
1296,2024-10-09 00:41:45.600,0.06,Peak,19:41:45.600000,02:41:45.600000,Rainy,1603,0.06,32
1297,2024-10-09 00:50:41.280,0.14,Super Off-Peak,23:50:41.280000,05:50:41.280000,Windy,1544,0.13,55
1298,2024-10-09 00:59:36.960,0.14,Super Off-Peak,22:59:36.960000,05:59:36.960000,Windy,1253,0.15,11
1299,2024-10-09 01:08:32.640,0.1,Peak,20:08:32.640000,03:08:32.640000,Clear,1312,0.1,25
1300,2024-10-09 01:17:28.320,0.15,Peak,20:17:28.320000,07:17:28.320000,Sunny,859,0.14,46
1301,2024-10-09 01:26:24.000,0.18,Off-Peak,20:26:24,02:26:24,Partly Cloudy,835,0.19,21
1302,2024-10-09 01:35:19.680,0.13,Mid-Peak,22:35:19.680000,06:35:19.680000,Rainy,1960,0.12,58
1303,2024-10-09 01:44:15.360,0.2,Off-Peak,23:44:15.360000,03:44:15.360000,Windy,1947,0.21,36
1304,2024-10-09 01:53:11.040,0.1,Mid-Peak,01:53:11.040000,03:53:11.040000,Rainy,1828,0.1,48
1305,2024-10-09 02:02:06.720,0.05,Mid-Peak,23:02:06.720000,04:02:06.720000,Partly Cloudy,1797,0.06,56
1306,2024-10-09 02:11:02.400,0.08,Super Off-Peak,22:11:02.400000,05:11:02.400000,Sunny,954,0.09,32
1307,2024-10-09 02:19:58.080,0.09,Off-Peak,00:19:58.080000,06:19:58.080000,Partly Cloudy,1162,0.09,24
1308,2024-10-09 02:28:53.760,0.09,Mid-Peak,02:28:53.760000,05:28:53.760000,Partly Cloudy,1112,0.11,24
1309,2024-10-09 02:37:49.440,0.2,Off-Peak,01:37:49.440000,05:37:49.440000,Clear,1741,0.2,33
1310,2024-10-09 02:46:45.120,0.11,Mid-Peak,00:46:45.120000,05:46:45.120000,Rainy,1161,0.12,19
1311,2024-10-09 02:55:40.800,0.07,Mid-Peak,22:55:40.800000,05:55:40.800000,Rainy,1211,0.07,54
1312,2024-10-09 03:04:36.480,0.08,Mid-Peak,21:04:36.480000,07:04:36.480000,Cloudy,1531,0.06,59
1313,2024-10-09 03:13:32.160,0.14,Mid-Peak,22:13:32.160000,07:13:32.160000,Windy,1147,0.12,52
1314,2024-10-09 03:22:27.840,0.12,Super Off-Peak,03:22:27.840000,07:22:27.840000,Rainy,1799,0.12,48
1315,2024-10-09 03:31:23.520,0.08,Super Off-Peak,23:31:23.520000,08:31:23.520000,Rainy,1305,0.1,44
1316,2024-10-09 03:40:19.200,0.16,Off-Peak,01:40:19.200000,06:40:19.200000,Clear,1284,0.14,51
1317,2024-10-09 03:49:14.880,0.12,Super Off-Peak,02:49:14.880000,07:49:14.880000,Clear,1287,0.14,36
1318,2024-10-09 03:58:10.560,0.15,Off-Peak,02:58:10.560000,04:58:10.560000,Cloudy,1012,0.16,55
1319,2024-10-09 04:07:06.240,0.07,Off-Peak,03:07:06.240000,07:07:06.240000,Windy,1902,0.08,28
1320,2024-10-09 04:16:01.920,0.19,Peak,04:16:01.920000,08:16:01.920000,Rainy,1912,0.17,21
1321,2024-10-09 04:24:57.600,0.15,Peak,01:24:57.600000,06:24:57.600000,Partly Cloudy,1964,0.14,43
1322,2024-10-09 04:33:53.280,0.19,Off-Peak,03:33:53.280000,08:33:53.280000,Rainy,823,0.19,47
1323,2024-10-09 04:42:48.960,0.18,Mid-Peak,00:42:48.960000,10:42:48.960000,Windy,1232,0.19,15
1324,2024-10-09 04:51:44.640,0.13,Off-Peak,00:51:44.640000,06:51:44.640000,Partly Cloudy,1776,0.13,56
1325,2024-10-09 05:00:40.320,0.15,Off-Peak,03:00:40.320000,10:00:40.320000,Windy,1656,0.17,37
1326,2024-10-09 05:09:36.000,0.07,Peak,04:09:36,07:09:36,Sunny,829,0.08,39
1327,2024-10-09 05:18:31.680,0.13,Off-Peak,03:18:31.680000,07:18:31.680000,Cloudy,1011,0.12,46
1328,2024-10-09 05:27:27.360,0.14,Off-Peak,00:27:27.360000,10:27:27.360000,Partly Cloudy,1298,0.16,31
1329,2024-10-09 05:36:23.040,0.07,Mid-Peak,23:36:23.040000,09:36:23.040000,Partly Cloudy,1759,0.07,57
1330,2024-10-09 05:45:18.720,0.15,Off-Peak,02:45:18.720000,06:45:18.720000,Windy,1672,0.15,18
1331,2024-10-09 05:54:14.400,0.19,Peak,02:54:14.400000,10:54:14.400000,Rainy,1364,0.2,23
1332,2024-10-09 06:03:10.080,0.06,Super Off-Peak,02:03:10.080000,07:03:10.080000,Windy,1780,0.05,19
1333,2024-10-09 06:12:05.760,0.19,Mid-Peak,01:12:05.760000,10:12:05.760000,Clear,947,0.17,25
1334,2024-10-09 06:21:01.440,0.11,Super Off-Peak,03:21:01.440000,12:21:01.440000,Windy,823,0.12,35
1335,2024-10-09 06:29:57.120,0.08,Mid-Peak,06:29:57.120000,08:29:57.120000,Rainy,1150,0.07,32
1336,2024-10-09 06:38:52.800,0.12,Mid-Peak,05:38:52.800000,09:38:52.800000,Cloudy,1649,0.14,17
1337,2024-10-09 06:47:48.480,0.17,Mid-Peak,02:47:48.480000,11:47:48.480000,Sunny,1602,0.18,33
1338,2024-10-09 06:56:44.160,0.17,Mid-Peak,06:56:44.160000,09:56:44.160000,Sunny,1836,0.15,13
1339,2024-10-09 07:05:39.840,0.18,Off-Peak,07:05:39.840000,11:05:39.840000,Cloudy,1665,0.19,16
